  table_schema  |           table_name           |          column_name           |        data_type         | max_len | is_nullable 
----------------+--------------------------------+--------------------------------+--------------------------+---------+-------------
 administration | acc_sched_chart_setup_line     | Id                             | uuid                     |         | NO
 administration | acc_sched_chart_setup_line     | tenant_id                      | uuid                     |         | NO
 administration | acc_sched_chart_setup_line     | user_id                        | text                     |         | NO
 administration | acc_sched_chart_setup_line     | name                           | text                     |         | NO
 administration | acc_sched_chart_setup_line     | account_schedule_name          | text                     |         | NO
 administration | acc_sched_chart_setup_line     | account_schedule_line_no       | integer                  |         | NO
 administration | acc_sched_chart_setup_line     | column_layout_name             | text                     |         | NO
 administration | acc_sched_chart_setup_line     | column_layout_line_no          | integer                  |         | NO
 administration | acc_sched_chart_setup_line     | original_measure_name          | text                     |         | NO
 administration | acc_sched_chart_setup_line     | measure_name                   | text                     |         | NO
 administration | acc_sched_chart_setup_line     | measure_value                  | text                     |         | NO
 administration | acc_sched_chart_setup_line     | chart_type                     | smallint                 |         | NO
 administration | acc_sched_chart_setup_line     | CreatedAt                      | timestamp with time zone |         | NO
 administration | acc_sched_chart_setup_line     | UpdatedAt                      | timestamp with time zone |         | NO
 administration | acc_sched_kpi_web_srv_line     | Id                             | uuid                     |         | NO
 administration | acc_sched_kpi_web_srv_line     | tenant_id                      | uuid                     |         | NO
 administration | acc_sched_kpi_web_srv_line     | acc_schedule_name              | text                     |         | NO
 administration | acc_sched_kpi_web_srv_line     | CreatedAt                      | timestamp with time zone |         | NO
 administration | acc_sched_kpi_web_srv_line     | UpdatedAt                      | timestamp with time zone |         | NO
 administration | acc_sched_kpi_web_srv_setup    | Id                             | uuid                     |         | NO
 administration | acc_sched_kpi_web_srv_setup    | tenant_id                      | uuid                     |         | NO
 administration | acc_sched_kpi_web_srv_setup    | primary_key                    | text                     |         | NO
 administration | acc_sched_kpi_web_srv_setup    | forecasted_values_start        | smallint                 |         | NO
 administration | acc_sched_kpi_web_srv_setup    | g_l_budget_name                | text                     |         | NO
 administration | acc_sched_kpi_web_srv_setup    | period                         | smallint                 |         | NO
 administration | acc_sched_kpi_web_srv_setup    | view_by                        | smallint                 |         | NO
 administration | acc_sched_kpi_web_srv_setup    | web_service_name               | text                     |         | NO
 administration | acc_sched_kpi_web_srv_setup    | CreatedAt                      | timestamp with time zone |         | NO
 administration | acc_sched_kpi_web_srv_setup    | UpdatedAt                      | timestamp with time zone |         | NO
 administration | acc_schedule_line              | Id                             | uuid                     |         | NO
 administration | acc_schedule_line              | tenant_id                      | uuid                     |         | NO
 administration | acc_schedule_line              | schedule_name                  | text                     |         | NO
 administration | acc_schedule_line              | line_no                        | integer                  |         | NO
 administration | acc_schedule_line              | row_no                         | text                     |         | NO
 administration | acc_schedule_line              | description                    | text                     |         | NO
 administration | acc_schedule_line              | totaling                       | text                     |         | NO
 administration | acc_schedule_line              | totaling_type                  | smallint                 |         | NO
 administration | acc_schedule_line              | new_page                       | boolean                  |         | NO
 administration | acc_schedule_line              | indentation                    | integer                  |         | NO
 administration | acc_schedule_line              | show                           | smallint                 |         | NO
 administration | acc_schedule_line              | dimension_1_totaling           | text                     |         | NO
 administration | acc_schedule_line              | dimension_2_totaling           | text                     |         | NO
 administration | acc_schedule_line              | dimension_3_totaling           | text                     |         | NO
 administration | acc_schedule_line              | dimension_4_totaling           | text                     |         | NO
 administration | acc_schedule_line              | bold                           | boolean                  |         | NO
 administration | acc_schedule_line              | italic                         | boolean                  |         | NO
 administration | acc_schedule_line              | underline                      | boolean                  |         | NO
 administration | acc_schedule_line              | show_opposite_sign             | boolean                  |         | NO
 administration | acc_schedule_line              | row_type                       | smallint                 |         | NO
 administration | acc_schedule_line              | amount_type                    | smallint                 |         | NO
 administration | acc_schedule_line              | double_underline               | boolean                  |         | NO
 administration | acc_schedule_line              | cost_center_totaling           | text                     |         | NO
 administration | acc_schedule_line              | cost_object_totaling           | text                     |         | NO
 administration | acc_schedule_line              | CreatedAt                      | timestamp with time zone |         | NO
 administration | acc_schedule_line              | UpdatedAt                      | timestamp with time zone |         | NO
 administration | acc_schedule_name              | Id                             | uuid                     |         | NO
 administration | acc_schedule_name              | tenant_id                      | uuid                     |         | NO
 administration | acc_schedule_name              | name                           | text                     |         | NO
 administration | acc_schedule_name              | description                    | text                     |         | NO
 administration | acc_schedule_name              | default_column_layout          | text                     |         | NO
 administration | acc_schedule_name              | analysis_view_name             | text                     |         | NO
 administration | acc_schedule_name              | CreatedAt                      | timestamp with time zone |         | NO
 administration | acc_schedule_name              | UpdatedAt                      | timestamp with time zone |         | NO
 administration | account_schedules_chart_setup  | Id                             | uuid                     |         | NO
 administration | account_schedules_chart_setup  | tenant_id                      | uuid                     |         | NO
 administration | account_schedules_chart_setup  | user_id                        | text                     |         | NO
 administration | account_schedules_chart_setup  | name                           | text                     |         | NO
 administration | account_schedules_chart_setup  | description                    | text                     |         | NO
 administration | account_schedules_chart_setup  | account_schedule_name          | text                     |         | NO
 administration | account_schedules_chart_setup  | column_layout_name             | text                     |         | NO
 administration | account_schedules_chart_setup  | base_x_axis_on                 | smallint                 |         | NO
 administration | account_schedules_chart_setup  | start_date                     | timestamp with time zone |         | YES
 administration | account_schedules_chart_setup  | end_date                       | timestamp with time zone |         | YES
 administration | account_schedules_chart_setup  | period_length                  | smallint                 |         | NO
 administration | account_schedules_chart_setup  | no_of_periods                  | integer                  |         | NO
 administration | account_schedules_chart_setup  | last_viewed                    | boolean                  |         | NO
 administration | account_schedules_chart_setup  | look_ahead                     | boolean                  |         | NO
 administration | account_schedules_chart_setup  | CreatedAt                      | timestamp with time zone |         | NO
 administration | account_schedules_chart_setup  | UpdatedAt                      | timestamp with time zone |         | NO
 administration | add_in                         | Id                             | uuid                     |         | NO
 administration | add_in                         | tenant_id                      | uuid                     |         | NO
 administration | add_in                         | add_in_name                    | text                     |         | NO
 administration | add_in                         | public_key_token               | text                     |         | NO
 administration | add_in                         | version                        | text                     |         | NO
 administration | add_in                         | category                       | smallint                 |         | NO
 administration | add_in                         | description                    | text                     |         | NO
 administration | add_in                         | resource                       | bytea                    |         | YES
 administration | add_in                         | CreatedAt                      | timestamp with time zone |         | NO
 administration | add_in                         | UpdatedAt                      | timestamp with time zone |         | NO
 administration | additional_fee_setup           | Id                             | uuid                     |         | NO
 administration | additional_fee_setup           | tenant_id                      | uuid                     |         | NO
 administration | additional_fee_setup           | charge_per_line                | boolean                  |         | NO
 administration | additional_fee_setup           | reminder_terms_code            | text                     |         | NO
 administration | additional_fee_setup           | reminder_level_no              | integer                  |         | NO
 administration | additional_fee_setup           | currency_code                  | text                     |         | NO
 administration | additional_fee_setup           | threshold_remaining_amount     | numeric                  |         | NO
 administration | additional_fee_setup           | additional_fee_amount          | numeric                  |         | NO
 administration | additional_fee_setup           | additional_fee                 | numeric                  |         | NO
 administration | additional_fee_setup           | min_additional_fee_amount      | numeric                  |         | NO
 administration | additional_fee_setup           | max_additional_fee_amount      | numeric                  |         | NO
 administration | additional_fee_setup           | CreatedAt                      | timestamp with time zone |         | NO
 administration | additional_fee_setup           | UpdatedAt                      | timestamp with time zone |         | NO
 administration | administration_cue             | Id                             | uuid                     |         | NO
 administration | administration_cue             | tenant_id                      | uuid                     |         | NO
 administration | administration_cue             | primary_key                    | text                     |         | NO
 administration | administration_cue             | CreatedAt                      | timestamp with time zone |         | NO
 administration | administration_cue             | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_column                | Id                             | uuid                     |         | NO
 administration | analysis_column                | tenant_id                      | uuid                     |         | NO
 administration | analysis_column                | analysis_area                  | smallint                 |         | NO
 administration | analysis_column                | analysis_column_template       | text                     |         | NO
 administration | analysis_column                | line_no                        | integer                  |         | NO
 administration | analysis_column                | column_no                      | text                     |         | NO
 administration | analysis_column                | column_header                  | text                     |         | NO
 administration | analysis_column                | column_type                    | smallint                 |         | NO
 administration | analysis_column                | ledger_entry_type              | smallint                 |         | NO
 administration | analysis_column                | formula                        | text                     |         | NO
 administration | analysis_column                | comparison_date_formula        | text                     |         | NO
 administration | analysis_column                | show_opposite_sign             | boolean                  |         | NO
 administration | analysis_column                | show                           | smallint                 |         | NO
 administration | analysis_column                | rounding_factor                | smallint                 |         | NO
 administration | analysis_column                | comparison_period_formula      | text                     |         | NO
 administration | analysis_column                | analysis_type_code             | text                     |         | NO
 administration | analysis_column                | item_ledger_entry_type_filter  | text                     |         | NO
 administration | analysis_column                | value_entry_type_filter        | text                     |         | NO
 administration | analysis_column                | value_type                     | smallint                 |         | NO
 administration | analysis_column                | invoiced                       | boolean                  |         | NO
 administration | analysis_column                | comparison_period_formula_lcid | integer                  |         | NO
 administration | analysis_column                | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_column                | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_column_template       | Id                             | uuid                     |         | NO
 administration | analysis_column_template       | tenant_id                      | uuid                     |         | NO
 administration | analysis_column_template       | analysis_area                  | smallint                 |         | NO
 administration | analysis_column_template       | name                           | text                     |         | NO
 administration | analysis_column_template       | description                    | text                     |         | NO
 administration | analysis_column_template       | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_column_template       | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_line                  | Id                             | uuid                     |         | NO
 administration | analysis_line                  | tenant_id                      | uuid                     |         | NO
 administration | analysis_line                  | analysis_area                  | smallint                 |         | NO
 administration | analysis_line                  | analysis_line_template_name    | text                     |         | NO
 administration | analysis_line                  | line_no                        | integer                  |         | NO
 administration | analysis_line                  | row_ref_no                     | text                     |         | NO
 administration | analysis_line                  | description                    | text                     |         | NO
 administration | analysis_line                  | type                           | smallint                 |         | NO
 administration | analysis_line                  | range                          | text                     |         | NO
 administration | analysis_line                  | new_page                       | boolean                  |         | NO
 administration | analysis_line                  | show                           | smallint                 |         | NO
 administration | analysis_line                  | bold                           | boolean                  |         | NO
 administration | analysis_line                  | italic                         | boolean                  |         | NO
 administration | analysis_line                  | underline                      | boolean                  |         | NO
 administration | analysis_line                  | show_opposite_sign             | boolean                  |         | NO
 administration | analysis_line                  | dimension_1_totaling           | text                     |         | NO
 administration | analysis_line                  | dimension_2_totaling           | text                     |         | NO
 administration | analysis_line                  | dimension_3_totaling           | text                     |         | NO
 administration | analysis_line                  | group_dimension_code           | text                     |         | NO
 administration | analysis_line                  | indentation                    | integer                  |         | NO
 administration | analysis_line                  | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_line                  | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_line_template         | Id                             | uuid                     |         | NO
 administration | analysis_line_template         | tenant_id                      | uuid                     |         | NO
 administration | analysis_line_template         | analysis_area                  | smallint                 |         | NO
 administration | analysis_line_template         | name                           | text                     |         | NO
 administration | analysis_line_template         | description                    | text                     |         | NO
 administration | analysis_line_template         | default_column_template_name   | text                     |         | NO
 administration | analysis_line_template         | item_analysis_view_code        | text                     |         | NO
 administration | analysis_line_template         | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_line_template         | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_report_chart_setup    | Id                             | uuid                     |         | NO
 administration | analysis_report_chart_setup    | tenant_id                      | uuid                     |         | NO
 administration | analysis_report_chart_setup    | user_id                        | text                     |         | NO
 administration | analysis_report_chart_setup    | name                           | text                     |         | NO
 administration | analysis_report_chart_setup    | analysis_area                  | smallint                 |         | NO
 administration | analysis_report_chart_setup    | analysis_report_name           | text                     |         | NO
 administration | analysis_report_chart_setup    | analysis_line_template_name    | text                     |         | NO
 administration | analysis_report_chart_setup    | analysis_column_template_name  | text                     |         | NO
 administration | analysis_report_chart_setup    | base_x_axis_on                 | smallint                 |         | NO
 administration | analysis_report_chart_setup    | start_date                     | timestamp with time zone |         | YES
 administration | analysis_report_chart_setup    | end_date                       | timestamp with time zone |         | YES
 administration | analysis_report_chart_setup    | period_length                  | smallint                 |         | NO
 administration | analysis_report_chart_setup    | no_of_periods                  | integer                  |         | NO
 administration | analysis_report_chart_setup    | last_viewed                    | boolean                  |         | NO
 administration | analysis_report_chart_setup    | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_report_chart_setup    | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_report_name           | Id                             | uuid                     |         | NO
 administration | analysis_report_name           | tenant_id                      | uuid                     |         | NO
 administration | analysis_report_name           | analysis_area                  | smallint                 |         | NO
 administration | analysis_report_name           | name                           | text                     |         | NO
 administration | analysis_report_name           | description                    | text                     |         | NO
 administration | analysis_report_name           | analysis_line_template_name    | text                     |         | NO
 administration | analysis_report_name           | analysis_column_template_name  | text                     |         | NO
 administration | analysis_report_name           | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_report_name           | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_selected_dimension    | Id                             | uuid                     |         | NO
 administration | analysis_selected_dimension    | tenant_id                      | uuid                     |         | NO
 administration | analysis_selected_dimension    | user_id                        | text                     |         | NO
 administration | analysis_selected_dimension    | object_type                    | integer                  |         | NO
 administration | analysis_selected_dimension    | object_id                      | integer                  |         | NO
 administration | analysis_selected_dimension    | dimension_code                 | text                     |         | NO
 administration | analysis_selected_dimension    | new_dimension_value_code       | text                     |         | NO
 administration | analysis_selected_dimension    | dimension_value_filter         | text                     |         | NO
 administration | analysis_selected_dimension    | level                          | smallint                 |         | NO
 administration | analysis_selected_dimension    | analysis_view_code             | text                     |         | NO
 administration | analysis_selected_dimension    | analysis_area                  | smallint                 |         | NO
 administration | analysis_selected_dimension    | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_selected_dimension    | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_type                  | Id                             | uuid                     |         | NO
 administration | analysis_type                  | tenant_id                      | uuid                     |         | NO
 administration | analysis_type                  | code                           | text                     |         | NO
 administration | analysis_type                  | name                           | text                     |         | NO
 administration | analysis_type                  | value_type                     | smallint                 |         | NO
 administration | analysis_type                  | item_ledger_entry_type_filter  | text                     |         | NO
 administration | analysis_type                  | value_entry_type_filter        | text                     |         | NO
 administration | analysis_type                  | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_type                  | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_view                  | Id                             | uuid                     |         | NO
 administration | analysis_view                  | tenant_id                      | uuid                     |         | NO
 administration | analysis_view                  | code                           | text                     |         | NO
 administration | analysis_view                  | name                           | text                     |         | NO
 administration | analysis_view                  | account_source                 | smallint                 |         | NO
 administration | analysis_view                  | last_entry_no                  | integer                  |         | NO
 administration | analysis_view                  | last_budget_entry_no           | integer                  |         | NO
 administration | analysis_view                  | last_date_updated              | timestamp with time zone |         | YES
 administration | analysis_view                  | update_on_posting              | boolean                  |         | NO
 administration | analysis_view                  | blocked                        | boolean                  |         | NO
 administration | analysis_view                  | account_filter                 | text                     |         | NO
 administration | analysis_view                  | business_unit_filter           | text                     |         | NO
 administration | analysis_view                  | starting_date                  | timestamp with time zone |         | YES
 administration | analysis_view                  | date_compression               | smallint                 |         | NO
 administration | analysis_view                  | dimension_1_code               | text                     |         | NO
 administration | analysis_view                  | dimension_2_code               | text                     |         | NO
 administration | analysis_view                  | dimension_3_code               | text                     |         | NO
 administration | analysis_view                  | dimension_4_code               | text                     |         | NO
 administration | analysis_view                  | include_budgets                | boolean                  |         | NO
 administration | analysis_view                  | refresh_when_unblocked         | boolean                  |         | NO
 administration | analysis_view                  | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_view                  | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_view_entry            | Id                             | uuid                     |         | NO
 administration | analysis_view_entry            | tenant_id                      | uuid                     |         | NO
 administration | analysis_view_entry            | analysis_view_code             | text                     |         | NO
 administration | analysis_view_entry            | business_unit_code             | text                     |         | NO
 administration | analysis_view_entry            | account_no                     | text                     |         | NO
 administration | analysis_view_entry            | dimension_1_value_code         | text                     |         | NO
 administration | analysis_view_entry            | dimension_2_value_code         | text                     |         | NO
 administration | analysis_view_entry            | dimension_3_value_code         | text                     |         | NO
 administration | analysis_view_entry            | dimension_4_value_code         | text                     |         | NO
 administration | analysis_view_entry            | posting_date                   | timestamp with time zone |         | YES
 administration | analysis_view_entry            | entry_no                       | integer                  |         | NO
 administration | analysis_view_entry            | amount                         | numeric                  |         | NO
 administration | analysis_view_entry            | debit_amount                   | numeric                  |         | NO
 administration | analysis_view_entry            | credit_amount                  | numeric                  |         | NO
 administration | analysis_view_entry            | add_curr_amount                | numeric                  |         | NO
 administration | analysis_view_entry            | add_curr_debit_amount          | numeric                  |         | NO
 administration | analysis_view_entry            | add_curr_credit_amount         | numeric                  |         | NO
 administration | analysis_view_entry            | account_source                 | smallint                 |         | NO
 administration | analysis_view_entry            | cash_flow_forecast_no          | text                     |         | NO
 administration | analysis_view_entry            | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_view_entry            | UpdatedAt                      | timestamp with time zone |         | NO
 administration | analysis_view_filter           | Id                             | uuid                     |         | NO
 administration | analysis_view_filter           | tenant_id                      | uuid                     |         | NO
 administration | analysis_view_filter           | analysis_view_code             | text                     |         | NO
 administration | analysis_view_filter           | dimension_code                 | text                     |         | NO
 administration | analysis_view_filter           | dimension_value_filter         | text                     |         | NO
 administration | analysis_view_filter           | CreatedAt                      | timestamp with time zone |         | NO
 administration | analysis_view_filter           | UpdatedAt                      | timestamp with time zone |         | NO
 administration | application_area_setup         | Id                             | uuid                     |         | NO
 administration | application_area_setup         | tenant_id                      | uuid                     |         | NO
 administration | application_area_setup         | company_name                   | text                     |         | NO
 administration | application_area_setup         | profile_id                     | text                     |         | NO
 administration | application_area_setup         | user_id                        | text                     |         | NO
 administration | application_area_setup         | basic                          | boolean                  |         | NO
 administration | application_area_setup         | suite                          | boolean                  |         | NO
 administration | application_area_setup         | relationship_mgmt              | boolean                  |         | NO
 administration | application_area_setup         | jobs                           | boolean                  |         | NO
 administration | application_area_setup         | fixed_assets                   | boolean                  |         | NO
 administration | application_area_setup         | CreatedAt                      | timestamp with time zone |         | NO
 administration | application_area_setup         | UpdatedAt                      | timestamp with time zone |         | NO
 administration | assisted_company_setup_status  | Id                             | uuid                     |         | NO
 administration | assisted_company_setup_status  | tenant_id                      | uuid                     |         | NO
 administration | assisted_company_setup_status  | company_name                   | text                     |         | NO
 administration | assisted_company_setup_status  | enabled                        | boolean                  |         | NO
 administration | assisted_company_setup_status  | package_imported               | boolean                  |         | NO
 administration | assisted_company_setup_status  | import_failed                  | boolean                  |         | NO
 administration | assisted_company_setup_status  | company_setup_session_id       | integer                  |         | NO
 administration | assisted_company_setup_status  | CreatedAt                      | timestamp with time zone |         | NO
 administration | assisted_company_setup_status  | UpdatedAt                      | timestamp with time zone |         | NO
 administration | assisted_setup                 | Id                             | uuid                     |         | NO
 administration | assisted_setup                 | tenant_id                      | uuid                     |         | NO
 administration | assisted_setup                 | page_id                        | integer                  |         | NO
 administration | assisted_setup                 | name                           | text                     |         | NO
 administration | assisted_setup                 | order                          | integer                  |         | NO
 administration | assisted_setup                 | status                         | smallint                 |         | NO
 administration | assisted_setup                 | visible                        | boolean                  |         | NO
 administration | assisted_setup                 | parent                         | integer                  |         | NO
 administration | assisted_setup                 | video_url                      | text                     |         | NO
 administration | assisted_setup                 | icon                           | uuid                     |         | NO
 administration | assisted_setup                 | item_type                      | smallint                 |         | NO
 administration | assisted_setup                 | featured                       | boolean                  |         | NO
 administration | assisted_setup                 | help_url                       | text                     |         | NO
 administration | assisted_setup                 | assisted_setup_page_id         | integer                  |         | NO
 administration | assisted_setup                 | tour_id                        | integer                  |         | NO
 administration | assisted_setup                 | video_status                   | boolean                  |         | NO
 administration | assisted_setup                 | help_status                    | boolean                  |         | NO
 administration | assisted_setup                 | tour_status                    | boolean                  |         | NO
 administration | assisted_setup                 | CreatedAt                      | timestamp with time zone |         | NO
 administration | assisted_setup                 | UpdatedAt                      | timestamp with time zone |         | NO
 administration | assisted_setup_icons           | Id                             | uuid                     |         | NO
 administration | assisted_setup_icons           | tenant_id                      | uuid                     |         | NO
 administration | assisted_setup_icons           | no                             | text                     |         | NO
 administration | assisted_setup_icons           | image                          | uuid                     |         | NO
 administration | assisted_setup_icons           | CreatedAt                      | timestamp with time zone |         | NO
 administration | assisted_setup_icons           | UpdatedAt                      | timestamp with time zone |         | NO
 administration | assisted_setup_log             | Id                             | uuid                     |         | NO
 administration | assisted_setup_log             | tenant_id                      | uuid                     |         | NO
 administration | assisted_setup_log             | no                             | integer                  |         | NO
 administration | assisted_setup_log             | entery_no                      | integer                  |         | NO
 administration | assisted_setup_log             | date_time                      | timestamp with time zone |         | YES
 administration | assisted_setup_log             | invoked_action                 | smallint                 |         | NO
 administration | assisted_setup_log             | CreatedAt                      | timestamp with time zone |         | NO
 administration | assisted_setup_log             | UpdatedAt                      | timestamp with time zone |         | NO
 administration | azure_ad_app_setup             | Id                             | uuid                     |         | NO
 administration | azure_ad_app_setup             | tenant_id                      | uuid                     |         | NO
 administration | azure_ad_app_setup             | app_id                         | uuid                     |         | NO
 administration | azure_ad_app_setup             | secret_key                     | bytea                    |         | YES
 administration | azure_ad_app_setup             | primary_key                    | integer                  |         | NO
 administration | azure_ad_app_setup             | redirect_url                   | text                     |         | NO
 administration | azure_ad_app_setup             | CreatedAt                      | timestamp with time zone |         | NO
 administration | azure_ad_app_setup             | UpdatedAt                      | timestamp with time zone |         | NO
 administration | azure_ad_mgt_setup             | Id                             | uuid                     |         | NO
 administration | azure_ad_mgt_setup             | tenant_id                      | uuid                     |         | NO
 administration | azure_ad_mgt_setup             | primary_key                    | text                     |         | NO
 administration | azure_ad_mgt_setup             | auth_flow_codeunit_id          | integer                  |         | NO
 administration | azure_ad_mgt_setup             | azure_ad_user_mgt_codeunit_id  | integer                  |         | NO
 administration | azure_ad_mgt_setup             | CreatedAt                      | timestamp with time zone |         | NO
 administration | azure_ad_mgt_setup             | UpdatedAt                      | timestamp with time zone |         | NO
 administration | bank_account                   | Id                             | uuid                     |         | NO
 administration | bank_account                   | tenant_id                      | uuid                     |         | NO
 administration | bank_account                   | no                             | text                     |         | NO
 administration | bank_account                   | name                           | text                     |         | NO
 administration | bank_account                   | search_name                    | text                     |         | NO
 administration | bank_account                   | name_2                         | text                     |         | NO
 administration | bank_account                   | address                        | text                     |         | NO
 administration | bank_account                   | address_2                      | text                     |         | NO
 administration | bank_account                   | city                           | text                     |         | NO
 administration | bank_account                   | contact                        | text                     |         | NO
 administration | bank_account                   | phone_no                       | text                     |         | NO
 administration | bank_account                   | telex_no                       | text                     |         | NO
 administration | bank_account                   | bank_account_no                | text                     |         | NO
 administration | bank_account                   | transit_no                     | text                     |         | NO
 administration | bank_account                   | territory_code                 | text                     |         | NO
 administration | bank_account                   | global_dimension_1_code        | text                     |         | NO
 administration | bank_account                   | global_dimension_2_code        | text                     |         | NO
 administration | bank_account                   | chain_name                     | text                     |         | NO
 administration | bank_account                   | min_balance                    | numeric                  |         | NO
 administration | bank_account                   | bank_acc_posting_group         | text                     |         | NO
 administration | bank_account                   | currency_code                  | text                     |         | NO
 administration | bank_account                   | language_code                  | text                     |         | NO
 administration | bank_account                   | statistics_group               | integer                  |         | NO
 administration | bank_account                   | our_contact_code               | text                     |         | NO
 administration | bank_account                   | country_region_code            | text                     |         | NO
 administration | bank_account                   | amount                         | numeric                  |         | NO
